type	time	latitude	longitude	altitude (m)	temperature	name	desc
T	2016-02-11 04:32:04	47.718051542	-122.247288628	121.6	19.0		
T	2016-02-11 04:32:05	47.718052296	-122.247286113	121.6	19.0		
T	2016-02-11 04:32:06	47.718055313	-122.247286532	121.6	19.0		
T	2016-02-11 04:32:07	47.718056487	-122.247285107	121.6	19.0		
T	2016-02-11 04:32:08	47.718056152	-122.247284185	121.6	19.0		
T	2016-02-11 04:32:09	47.718055900	-122.247285107	121.6	19.0		
T	2016-02-11 04:32:10	47.718052380	-122.247285862	121.6	19.0		
T	2016-02-11 04:32:11	47.718040813	-122.247284018	121.6	19.0		
T	2016-02-11 04:32:12	47.718042489	-122.247284437	121.6	19.0		
T	2016-02-11 04:32:13	47.718044752	-122.247285023	121.6	19.0		
T	2016-02-11 04:32:14	47.718046429	-122.247283682	121.6	19.0		
T	2016-02-11 04:32:15	47.718041064	-122.247282593	121.6	19.0		
T	2016-02-11 04:32:16	47.718038214	-122.247280246	121.6	19.0		
T	2016-02-11 04:32:17	47.718031844	-122.247277899	121.6	19.0		
T	2016-02-11 04:32:18	47.718028240	-122.247274211	121.6	19.0		
T	2016-02-11 04:32:19	47.718027234	-122.247273540	121.6	19.0		
T	2016-02-11 04:32:20	47.718024887	-122.247271780	121.6	19.0		
T	2016-02-11 04:32:21	47.718023295	-122.247270858	121.6	19.0		
T	2016-02-11 04:32:22	47.718024049	-122.247273037	121.6	19.0		
T	2016-02-11 04:32:23	47.718023378	-122.247277983	121.6	19.0		
T	2016-02-11 04:32:24	47.718024468	-122.247282006	121.6	19.0		
T	2016-02-11 04:32:25	47.718025642	-122.247289382	121.4	19.0		
T	2016-02-11 04:32:26	47.718025474	-122.247290723	121.4	19.0		
T	2016-02-11 04:32:27	47.718023797	-122.247293908	121.4	19.0		
T	2016-02-11 04:32:28	47.718019523	-122.247296087	121.4	19.0		
T	2016-02-11 04:32:29	47.718012985	-122.247302039	121.4	19.0		
T	2016-02-11 04:32:30	47.718009800	-122.247311091	121.4	19.0		
T	2016-02-11 04:32:31	47.718008878	-122.247320144	121.4	19.0		
T	2016-02-11 04:32:32	47.718009381	-122.247327352	121.4	19.0		
T	2016-02-11 04:32:33	47.718009548	-122.247329867	121.4	19.0		
T	2016-02-11 04:32:34	47.718011979	-122.247332297	121.4	19.0		
T	2016-02-11 04:32:35	47.718014410	-122.247332046	121.4	19.0		
T	2016-02-11 04:32:36	47.718019774	-122.247325592	121.4	19.0		
T	2016-02-11 04:32:37	47.718024636	-122.247320814	121.4	19.0		
T	2016-02-11 04:32:38	47.718030252	-122.247313941	121.4	19.0		
T	2016-02-11 04:32:39	47.718036454	-122.247310923	121.4	19.0		
T	2016-02-11 04:32:40	47.718039220	-122.247307654	121.4	19.0		
T	2016-02-11 04:32:41	47.718040897	-122.247305224	121.2	19.0		
T	2016-02-11 04:32:42	47.718042322	-122.247299356	121.2	19.0		
T	2016-02-11 04:32:43	47.718041986	-122.247291729	121.4	19.0		
T	2016-02-11 04:32:44	47.718043076	-122.247284185	121.4	19.0		
T	2016-02-11 04:32:45	47.718043746	-122.247278066	121.4	19.0		
T	2016-02-11 04:32:46	47.718044417	-122.247272199	121.4	19.0		
T	2016-02-11 04:32:47	47.718045255	-122.247265158	121.4	19.0		
T	2016-02-11 04:32:48	47.718045171	-122.247252585	121.4	19.0		
T	2016-02-11 04:32:49	47.718043244	-122.247245712	121.4	19.0		
T	2016-02-11 04:32:50	47.718045842	-122.247243198	121.4	19.0		
T	2016-02-11 04:32:51	47.718046764	-122.247244623	121.4	19.0		
T	2016-02-11 04:32:52	47.718049865	-122.247245964	121.4	19.0		
T	2016-02-11 04:32:53	47.718057493	-122.247247975	121.4	19.0		
T	2016-02-11 04:32:54	47.718065204	-122.247249484	121.4	19.0		
T	2016-02-11 04:32:55	47.718069395	-122.247250741	121.4	19.0		
T	2016-02-11 04:32:56	47.718079286	-122.247261051	121.4	19.0		
T	2016-02-11 04:32:57	47.718082555	-122.247261554	121.4	19.0		
T	2016-02-11 04:32:58	47.718087500	-122.247261805	121.4	19.0		
T	2016-02-11 04:32:59	47.718092278	-122.247261303	121.4	19.0		
T	2016-02-11 04:33:00	47.718096720	-122.247262979	121.2	19.0		
T	2016-02-11 04:33:01	47.718098648	-122.247263817	121.2	19.0		
T	2016-02-11 04:33:02	47.718101414	-122.247264991	121.2	19.0		
T	2016-02-11 04:33:03	47.718103426	-122.247264907	121.2	19.0		
T	2016-02-11 04:33:04	47.718106946	-122.247266751	121.4	19.0		
T	2016-02-11 04:33:05	47.718110215	-122.247269768	121.4	19.0		
T	2016-02-11 04:33:06	47.718110215	-122.247274714	121.4	19.0		
T	2016-02-11 04:33:07	47.718107365	-122.247279156	121.4	19.0		
T	2016-02-11 04:33:08	47.718107700	-122.247284604	121.4	19.0		
T	2016-02-11 04:33:09	47.718109461	-122.247290555	121.4	19.0		
T	2016-02-11 04:33:10	47.718110718	-122.247294327	121.4	19.0		
T	2016-02-11 04:33:11	47.718112562	-122.247298015	121.4	19.0		
T	2016-02-11 04:33:12	47.718112562	-122.247304972	121.4	19.0		
T	2016-02-11 04:33:13	47.718114238	-122.247304972	121.4	19.0		
T	2016-02-11 04:33:14	47.718114993	-122.247303799	121.4	19.0		
T	2016-02-11 04:33:15	47.718116334	-122.247307152	121.4	19.0		
T	2016-02-11 04:33:16	47.718115579	-122.247308157	121.4	19.0		
T	2016-02-11 04:33:17	47.718117591	-122.247309666	121.4	19.0		
T	2016-02-11 04:33:18	47.718118764	-122.247307990	121.4	19.0		
T	2016-02-11 04:33:19	47.718120441	-122.247308409	121.4	19.0		
T	2016-02-11 04:33:20	47.718120273	-122.247306732	121.4	19.0		
T	2016-02-11 04:33:21	47.718119351	-122.247306900	121.4	19.0		
T	2016-02-11 04:33:22	47.718123626	-122.247310756	121.4	19.0		
T	2016-02-11 04:33:23	47.718127817	-122.247315031	121.4	19.0		
T	2016-02-11 04:33:24	47.718132930	-122.247317377	121.4	19.0		
T	2016-02-11 04:33:25	47.718134942	-122.247318719	121.4	19.0		
T	2016-02-11 04:33:26	47.718135025	-122.247318886	121.4	19.0		
T	2016-02-11 04:33:27	47.718135277	-122.247319305	121.4	19.0		
T	2016-02-11 04:33:28	47.718131421	-122.247320898	121.2	19.0		
T	2016-02-11 04:33:29	47.718127063	-122.247320814	121.2	19.0		
T	2016-02-11 04:33:30	47.718124045	-122.247322742	121.2	19.0		
T	2016-02-11 04:33:31	47.718123458	-122.247325508	121.2	19.0		
T	2016-02-11 04:33:32	47.718125051	-122.247329196	121.2	19.0		
T	2016-02-11 04:33:33	47.718127398	-122.247333974	121.4	19.0		
T	2016-02-11 04:33:34	47.718124799	-122.247336153	121.4	19.0		
T	2016-02-11 04:33:35	47.718123542	-122.247337746	121.4	19.0		
T	2016-02-11 04:33:36	47.718122620	-122.247339087	121.4	19.0		
T	2016-02-11 04:33:37	47.718117172	-122.247338165	121.4	19.0		
T	2016-02-11 04:33:38	47.718114238	-122.247340847	121.4	19.0		
T	2016-02-11 04:33:39	47.718108455	-122.247339841	121.4	19.0		
T	2016-02-11 04:33:40	47.718106192	-122.247344535	121.2	19.0		
T	2016-02-11 04:33:41	47.718099821	-122.247340512	121.4	19.0		
T	2016-02-11 04:33:42	47.718095798	-122.247341936	121.4	19.0		
T	2016-02-11 04:33:43	47.718089763	-122.247339506	121.4	19.0		
T	2016-02-11 04:33:44	47.718083560	-122.247336404	121.4	19.0		
T	2016-02-11 04:33:45	47.718079621	-122.247336991	121.4	19.0		
T	2016-02-11 04:33:46	47.718074508	-122.247340931	121.4	19.0		
T	2016-02-11 04:33:47	47.718071407	-122.247342272	121.4	19.0		
T	2016-02-11 04:33:48	47.718069060	-122.247334979	121.4	19.0		
T	2016-02-11 04:33:49	47.718066713	-122.247332716	121.4	19.0		
T	2016-02-11 04:33:50	47.718063947	-122.247330286	121.4	19.0		
T	2016-02-11 04:33:51	47.718064282	-122.247327603	121.4	19.0		
T	2016-02-11 04:33:52	47.718064785	-122.247324334	121.4	19.0		
T	2016-02-11 04:33:53	47.718065623	-122.247316288	121.4	19.0		
T	2016-02-11 04:33:54	47.718072748	-122.247313019	121.4	19.0		
T	2016-02-11 04:33:55	47.718073418	-122.247311175	121.4	19.0		
T	2016-02-11 04:33:56	47.718079202	-122.247302374	121.4	19.0		
T	2016-02-11 04:33:57	47.718087249	-122.247296339	121.4	19.0		
T	2016-02-11 04:33:58	47.718097894	-122.247298602	121.4	19.0		
T	2016-02-11 04:33:59	47.718107533	-122.247298183	121.4	19.0		
T	2016-02-11 04:34:00	47.718114490	-122.247303464	121.4	19.0		
T	2016-02-11 04:34:01	47.718116585	-122.247302793	121.4	19.0		
T	2016-02-11 04:34:02	47.718118429	-122.247301787	121.4	19.0		
T	2016-02-11 04:34:03	47.718122285	-122.247301871	121.4	19.0		
T	2016-02-11 04:34:04	47.718126057	-122.247305224	121.4	19.0		
T	2016-02-11 04:34:05	47.718127230	-122.247311343	121.4	19.0		
T	2016-02-11 04:34:06	47.718131421	-122.247318299	121.4	19.0		
T	2016-02-11 04:34:07	47.718131589	-122.247322910	121.4	19.0		
T	2016-02-11 04:34:08	47.718128404	-122.247325173	121.4	19.0		
T	2016-02-11 04:34:09	47.718122033	-122.247323329	121.4	19.0		
T	2016-02-11 04:34:10	47.718120441	-122.247324418	121.2	19.0		
T	2016-02-11 04:34:11	47.718115496	-122.247319892	121.2	19.0		
T	2016-02-11 04:34:12	47.718111556	-122.247317713	121.2	19.0		
T	2016-02-11 04:34:13	47.718110215	-122.247317964	121.2	19.0		
T	2016-02-11 04:34:14	47.718109712	-122.247319892	121.2	19.0		
T	2016-02-11 04:34:15	47.718107365	-122.247323496	121.2	19.0		
T	2016-02-11 04:34:16	47.718107952	-122.247326262	121.2	19.0		
T	2016-02-11 04:34:17	47.718108790	-122.247330202	121.2	19.0		
T	2016-02-11 04:34:18	47.718109209	-122.247335566	121.2	19.0		
T	2016-02-11 04:34:19	47.718110299	-122.247340176	121.4	19.0		
T	2016-02-11 04:34:20	47.718109293	-122.247342272	121.2	19.0		
T	2016-02-11 04:34:21	47.718107365	-122.247343445	121.2	19.0		
T	2016-02-11 04:34:22	47.718106862	-122.247345289	121.2	19.0		
T	2016-02-11 04:34:23	47.718107533	-122.247346044	121.2	19.0		
T	2016-02-11 04:34:24	47.718107700	-122.247348474	121.2	19.0		
T	2016-02-11 04:34:25	47.718106192	-122.247350989	121.2	19.0		
T	2016-02-11 04:34:26	47.718105353	-122.247352833	121.2	19.0		
T	2016-02-11 04:34:27	47.718107281	-122.247356437	121.2	19.0		
T	2016-02-11 04:34:28	47.718107365	-122.247359371	121.2	19.0		
T	2016-02-11 04:34:29	47.718110634	-122.247360293	121.2	19.0		
T	2016-02-11 04:34:30	47.718113232	-122.247363646	121.2	19.0		
T	2016-02-11 04:34:31	47.718115663	-122.247369764	121.2	19.0		
T	2016-02-11 04:34:32	47.718118345	-122.247374710	121.2	19.0		
T	2016-02-11 04:34:33	47.718120441	-122.247377476	121.2	19.0		
T	2016-02-11 04:34:34	47.718123794	-122.247379404	121.2	19.0		
T	2016-02-11 04:34:35	47.718126308	-122.247382170	121.2	19.0		
T	2016-02-11 04:34:36	47.718127398	-122.247383259	121.2	19.0		
T	2016-02-11 04:34:37	47.718126560	-122.247385019	121.2	19.0		
T	2016-02-11 04:34:38	47.718124213	-122.247386780	121.2	19.0		
T	2016-02-11 04:34:39	47.718118681	-122.247384517	121.2	19.0		
T	2016-02-11 04:34:40	47.718104515	-122.247379655	121.2	19.0		
T	2016-02-11 04:34:41	47.718099989	-122.247380242	121.2	19.0		
T	2016-02-11 04:34:42	47.718096301	-122.247378565	121.2	19.0		
T	2016-02-11 04:34:43	47.718091439	-122.247377140	121.2	19.0		
T	2016-02-11 04:34:44	47.718086243	-122.247374794	121.2	19.0		
T	2016-02-11 04:34:45	47.718081800	-122.247372363	121.2	19.0		
T	2016-02-11 04:34:46	47.718079034	-122.247369429	121.2	19.0		
T	2016-02-11 04:34:47	47.718077358	-122.247367669	121.2	19.0		
T	2016-02-11 04:34:48	47.718078112	-122.247366160	121.2	19.0		
T	2016-02-11 04:34:49	47.718076101	-122.247365071	121.2	19.0		
T	2016-02-11 04:34:50	47.718074676	-122.247361047	121.2	19.0		
T	2016-02-11 04:34:51	47.718068808	-122.247352079	121.2	19.0		
T	2016-02-11 04:34:52	47.718070066	-122.247345122	121.2	19.0		
T	2016-02-11 04:34:53	47.718068222	-122.247340847	121.2	19.0		
T	2016-02-11 04:34:54	47.718052883	-122.247338668	121.2	19.0		
T	2016-02-11 04:34:55	47.718045674	-122.247334477	121.2	19.0		
T	2016-02-11 04:34:56	47.718043160	-122.247330286	121.2	19.0		
T	2016-02-11 04:34:57	47.718033018	-122.247328442	121.2	19.0		
T	2016-02-11 04:34:58	47.718006363	-122.247312013	121.2	19.0		
T	2016-02-11 04:34:59	47.717987923	-122.247298937	121.2	19.0		
T	2016-02-11 04:35:00	47.717972416	-122.247287789	121.2	19.0		
T	2016-02-11 04:35:01	47.717966298	-122.247278402	121.2	19.0		
T	2016-02-11 04:35:02	47.717962107	-122.247269852	121.2	18.0		
T	2016-02-11 04:35:03	47.717957245	-122.247261470	121.4	18.0		
T	2016-02-11 04:35:04	47.717957748	-122.247253004	121.4	18.0		
T	2016-02-11 04:35:05	47.717955988	-122.247246969	121.4	18.0		
T	2016-02-11 04:35:06	47.717955401	-122.247243617	121.4	18.0		
T	2016-02-11 04:35:07	47.717956491	-122.247242527	121.4	18.0		
T	2016-02-11 04:35:08	47.717957329	-122.247241605	121.4	18.0		
T	2016-02-11 04:35:09	47.717955317	-122.247243281	121.4	18.0		
T	2016-02-11 04:35:10	47.717955653	-122.247244874	121.4	18.0		
T	2016-02-11 04:35:11	47.717955988	-122.247243533	121.4	18.0		
T	2016-02-11 04:35:12	47.717956407	-122.247243198	121.2	18.0		
T	2016-02-11 04:35:13	47.717956239	-122.247242192	121.2	18.0		
T	2016-02-11 04:35:14	47.717959592	-122.247239593	121.2	18.0		
T	2016-02-11 04:35:15	47.717961268	-122.247238420	121.2	18.0		
T	2016-02-11 04:35:16	47.717962693	-122.247235989	121.2	18.0		
T	2016-02-11 04:35:17	47.717964118	-122.247234564	121.2	18.0		
T	2016-02-11 04:35:18	47.717965543	-122.247234480	121.2	18.0		
T	2016-02-11 04:35:19	47.717965627	-122.247234061	121.4	18.0		
T	2016-02-11 04:35:20	47.717964118	-122.247231631	121.4	18.0		
T	2016-02-11 04:35:21	47.717963532	-122.247230625	121.4	18.0		
T	2016-02-11 04:35:22	47.717962358	-122.247229619	121.2	18.0		
T	2016-02-11 04:35:23	47.717961352	-122.247228026	121.2	18.0		
T	2016-02-11 04:35:24	47.717958335	-122.247225177	121.2	18.0		
T	2016-02-11 04:35:25	47.717955988	-122.247224925	121.2	18.0		
T	2016-02-11 04:35:26	47.717953557	-122.247224841	121.4	18.0		
T	2016-02-11 04:35:27	47.717952132	-122.247221991	121.4	18.0		
T	2016-02-11 04:35:28	47.717949366	-122.247220734	121.4	18.0		
T	2016-02-11 04:35:29	47.717947438	-122.247221069	121.4	18.0		
T	2016-02-11 04:35:30	47.717948360	-122.247221908	121.4	18.0		
T	2016-02-11 04:35:31	47.717950121	-122.247222075	121.4	18.0		
T	2016-02-11 04:35:32	47.717952048	-122.247222578	121.4	18.0		
T	2016-02-11 04:35:33	47.717953725	-122.247224506	121.4	18.0		
T	2016-02-11 04:35:34	47.717955988	-122.247228026	121.4	18.0		
T	2016-02-11 04:35:35	47.717958419	-122.247235486	121.4	18.0		
T	2016-02-11 04:35:36	47.717959341	-122.247243868	121.4	18.0		
T	2016-02-11 04:35:37	47.717960514	-122.247251328	121.4	18.0		
T	2016-02-11 04:35:38	47.717961688	-122.247258537	121.4	18.0		
T	2016-02-11 04:35:39	47.717963615	-122.247263398	121.4	18.0		
T	2016-02-11 04:35:40	47.717964454	-122.247267086	121.4	18.0		
T	2016-02-11 04:35:41	47.717966046	-122.247269098	121.4	18.0		
T	2016-02-11 04:35:42	47.717965208	-122.247271277	121.4	18.0		
T	2016-02-11 04:35:43	47.717965711	-122.247264488	121.4	18.0		
T	2016-02-11 04:35:44	47.717966884	-122.247264739	121.4	18.0		
T	2016-02-11 04:35:45	47.717964957	-122.247257782	121.4	18.0		
T	2016-02-11 04:35:46	47.717962693	-122.247240515	121.4	18.0		
T	2016-02-11 04:35:47	47.717963532	-122.247232636	121.4	18.0		
T	2016-02-11 04:35:48	47.717962191	-122.247241857	121.4	18.0		
T	2016-02-11 04:35:49	47.717964454	-122.247246047	121.4	18.0		
T	2016-02-11 04:35:50	47.717966465	-122.247251663	121.4	18.0		
T	2016-02-11 04:35:51	47.717961436	-122.247253843	121.4	18.0		
T	2016-02-11 04:35:52	47.717956826	-122.247252921	121.2	18.0		
T	2016-02-11 04:35:53	47.717958754	-122.247253591	121.4	18.0		
T	2016-02-11 04:35:54	47.717957078	-122.247255016	121.4	18.0		
T	2016-02-11 04:35:55	47.717959005	-122.247255687	121.4	18.0		
T	2016-02-11 04:35:56	47.717964705	-122.247255435	121.4	18.0		
T	2016-02-11 04:35:57	47.717971997	-122.247259542	121.4	18.0		
T	2016-02-11 04:35:58	47.717979373	-122.247261638	121.4	18.0		
T	2016-02-11 04:35:59	47.717980547	-122.247261554	121.4	18.0		
T	2016-02-11 04:36:00	47.717983983	-122.247264404	121.4	18.0		
T	2016-02-11 04:36:01	47.717986666	-122.247267589	121.4	18.0		
T	2016-02-11 04:36:02	47.717988761	-122.247269517	121.4	18.0		
T	2016-02-11 04:36:03	47.717991192	-122.247273792	121.4	18.0		
T	2016-02-11 04:36:04	47.717994377	-122.247278066	121.4	18.0		
T	2016-02-11 04:36:05	47.717996724	-122.247280078	121.4	18.0		
T	2016-02-11 04:36:06	47.717999993	-122.247280832	121.4	18.0		
T	2016-02-11 04:36:07	47.718003597	-122.247282844	121.4	18.0		
T	2016-02-11 04:36:08	47.718006028	-122.247284185	121.4	18.0		
T	2016-02-11 04:36:09	47.718009464	-122.247288879	121.4	18.0		
T	2016-02-11 04:36:10	47.718010470	-122.247296004	121.4	18.0		
T	2016-02-11 04:36:11	47.718011811	-122.247298183	121.2	18.0		
T	2016-02-11 04:36:12	47.718016421	-122.247301117	121.2	18.0		
T	2016-02-11 04:36:13	47.718019523	-122.247305475	121.2	18.0		
T	2016-02-11 04:36:14	47.718021451	-122.247311426	121.2	18.0		
T	2016-02-11 04:36:15	47.718022037	-122.247318132	121.2	18.0		
T	2016-02-11 04:36:16	47.718023295	-122.247325676	121.2	18.0		
T	2016-02-11 04:36:17	47.718025222	-122.247329531	121.2	18.0		
T	2016-02-11 04:36:18	47.718026396	-122.247332884	121.2	18.0		
T	2016-02-11 04:36:19	47.718028575	-122.247335063	121.2	18.0		
T	2016-02-11 04:36:20	47.718030084	-122.247340679	121.2	18.0		
T	2016-02-11 04:36:21	47.718030000	-122.247341266	121.2	18.0		
T	2016-02-11 04:36:22	47.718030084	-122.247339673	121.2	18.0		
T	2016-02-11 04:36:23	47.718031844	-122.247338584	121.2	18.0		
T	2016-02-11 04:36:24	47.718033772	-122.247337410	121.4	18.0		
T	2016-02-11 04:36:25	47.718034694	-122.247334812	121.4	18.0		
T	2016-02-11 04:36:26	47.718037376	-122.247331962	121.4	18.0		
T	2016-02-11 04:36:27	47.718038885	-122.247328022	121.4	18.0		
T	2016-02-11 04:36:28	47.718042824	-122.247320898	121.4	18.0		
T	2016-02-11 04:36:29	47.718047351	-122.247315701	121.4	18.0		
T	2016-02-11 04:36:30	47.718053050	-122.247308074	121.4	18.0		
T	2016-02-11 04:36:31	47.718060259	-122.247299356	121.4	18.0		
T	2016-02-11 04:36:32	47.718064953	-122.247287789	121.4	18.0		
T	2016-02-11 04:36:33	47.718071239	-122.247277061	121.4	18.0		
T	2016-02-11 04:36:34	47.718073670	-122.247266667	121.4	18.0		
T	2016-02-11 04:36:35	47.718076687	-122.247260045	121.4	18.0		
T	2016-02-11 04:36:36	47.718082303	-122.247259123	121.4	18.0		
T	2016-02-11 04:36:37	47.718085069	-122.247254346	121.4	18.0		
T	2016-02-11 04:36:38	47.718089847	-122.247251831	121.4	18.0		
T	2016-02-11 04:36:39	47.718094289	-122.247252585	121.6	18.0		
T	2016-02-11 04:36:40	47.718094708	-122.247253843	121.6	18.0		
T	2016-02-11 04:36:41	47.718094792	-122.247254765	121.6	18.0		
T	2016-02-11 04:36:42	47.718095211	-122.247259375	121.6	18.0		
T	2016-02-11 04:36:43	47.718091859	-122.247323412	121.6	18.0		
T	2016-02-11 04:36:44	47.718090601	-122.247353252	121.6	18.0		
T	2016-02-11 04:36:45	47.718088925	-122.247374374	121.6	18.0		
T	2016-02-11 04:36:46	47.718084985	-122.247389043	121.4	18.0		
T	2016-02-11 04:36:47	47.718082890	-122.247394407	121.4	18.0		
T	2016-02-11 04:36:48	47.718074592	-122.247394910	121.4	18.0		
T	2016-02-11 04:36:49	47.718063863	-122.247394910	121.4	18.0		
T	2016-02-11 04:36:50	47.718061432	-122.247399688	121.4	18.0		
T	2016-02-11 04:36:51	47.718057074	-122.247403795	121.4	18.0		
T	2016-02-11 04:36:52	47.718040142	-122.247399855	121.4	18.0		
T	2016-02-11 04:36:53	47.718032347	-122.247398011	121.4	18.0		
T	2016-02-11 04:36:54	47.718025139	-122.247393988	121.4	18.0		
T	2016-02-11 04:36:55	47.718023714	-122.247391976	121.4	18.0		
T	2016-02-11 04:36:56	47.718025558	-122.247383427	121.4	18.0		
T	2016-02-11 04:36:57	47.718026899	-122.247376638	121.4	18.0		
T	2016-02-11 04:36:58	47.718027150	-122.247371608	121.4	18.0		
T	2016-02-11 04:36:59	47.718027905	-122.247364065	121.4	18.0		
T	2016-02-11 04:37:00	47.718031509	-122.247355767	121.4	18.0		
T	2016-02-11 04:37:01	47.718038550	-122.247342942	121.2	18.0		
T	2016-02-11 04:37:02	47.718047434	-122.247331375	121.2	18.0		
T	2016-02-11 04:37:03	47.718031006	-122.247324837	121.2	18.0		
T	2016-02-11 04:37:04	47.718037125	-122.247310337	121.2	18.0		
T	2016-02-11 04:37:05	47.718036370	-122.247298686	121.2	18.0		
T	2016-02-11 04:37:06	47.718029749	-122.247289298	121.2	18.0		
T	2016-02-11 04:37:07	47.718028575	-122.247283682	121.2	18.0		
T	2016-02-11 04:37:08	47.718031425	-122.247276893	121.2	18.0		
T	2016-02-11 04:37:09	47.718041316	-122.247270187	121.2	18.0		
T	2016-02-11 04:37:10	47.718052883	-122.247264069	121.2	18.0		
T	2016-02-11 04:37:11	47.718056487	-122.247261135	121.2	18.0		
T	2016-02-11 04:37:12	47.718061516	-122.247259794	121.2	18.0		
T	2016-02-11 04:37:13	47.718063528	-122.247261973	121.2	18.0		
T	2016-02-11 04:37:14	47.718069227	-122.247264236	121.2	18.0		
T	2016-02-11 04:37:15	47.718076352	-122.247263985	121.2	18.0		
T	2016-02-11 04:37:16	47.718080711	-122.247259375	121.0	18.0		
T	2016-02-11 04:37:17	47.718102504	-122.247268595	121.0	18.0		
T	2016-02-11 04:37:18	47.718113316	-122.247270020	121.0	18.0		
T	2016-02-11 04:37:19	47.718115328	-122.247266667	121.0	18.0		
T	2016-02-11 04:37:20	47.718121950	-122.247261386	121.0	18.0		
T	2016-02-11 04:37:21	47.718129074	-122.247257028	121.0	18.0		
T	2016-02-11 04:37:22	47.718134858	-122.247253926	121.0	18.0		
T	2016-02-11 04:37:23	47.718140054	-122.247250071	121.0	18.0		
T	2016-02-11 04:37:24	47.718143156	-122.247250322	121.0	18.0		
T	2016-02-11 04:37:25	47.718138127	-122.247254681	121.0	18.0		
T	2016-02-11 04:37:26	47.718128823	-122.247258704	121.0	18.0		
T	2016-02-11 04:37:27	47.718128236	-122.247260548	121.0	18.0		
T	2016-02-11 04:37:28	47.718119100	-122.247264152	121.0	18.0		
T	2016-02-11 04:37:29	47.718108371	-122.247266164	121.2	18.0		
T	2016-02-11 04:37:30	47.718099235	-122.247263482	121.2	18.0		
T	2016-02-11 04:37:31	47.718092445	-122.247259291	121.2	18.0		
T	2016-02-11 04:37:32	47.718087332	-122.247256692	121.0	18.0		
T	2016-02-11 04:37:33	47.718082890	-122.247255770	121.2	18.0		
T	2016-02-11 04:37:34	47.718085488	-122.247254346	121.2	18.0		
T	2016-02-11 04:37:35	47.718088171	-122.247250155	121.2	18.0		
T	2016-02-11 04:37:36	47.718085656	-122.247248981	121.2	18.0		
T	2016-02-11 04:37:37	47.718086997	-122.247246718	121.2	18.0		
T	2016-02-11 04:37:38	47.718089344	-122.247242359	121.2	18.0		
T	2016-02-11 04:37:39	47.718083896	-122.247239007	121.2	18.0		
T	2016-02-11 04:37:40	47.718076268	-122.247237666	121.2	18.0		
T	2016-02-11 04:37:41	47.718071910	-122.247233894	121.2	18.0		
